web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,lat,lon
1733473922-764,PILOTE GALAXY 642 * RENAULT MASTER 2.8 DTI,CHF 18'900.–,139'600 km,Diesel,"BIFANG 8, 4665 OFTRINGEN AG",18900,139600,1,0 - 19999,47.31313705444336,7.93761682510376
1733473930-766,FORD TOURNEO CUSTOM S-CAMPER,CHF 54'900.–,19'000 km,Diesel,"PRÉS MORÉS 12, 1315 LA SARRAZ",54900,19000,1,50000 - 99999,46.65320587158203,6.5112624168396
1733473933-767,VW WESTFALIA CLUB JOKER CAMPING,CHF 20'900.–,178'800 km,Diesel,"AVENUE DU GRAND-ST-BERNARD 78, 1920 MARTIGNY",20900,178800,1,20000 - 49999,46.091285705566406,7.062888145446777
1733473937-768,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 69'900.–,14'000 km,Diesel,"PIERRE-À-MAZEL 25, 2000 NEUCHÂTEL",69900,14000,1,50000 - 99999,46.99585723876953,6.943552494049072
1733473945-770,MERCEDES-BENZ MARCO POLO 250 D 4M A,CHF 84'800.–,20'000 km,Diesel,"HORBEN, 9642 EBNAT KAPPEL",84800,20000,1,50000 - 99999,47.2580451965332,9.151252746582031
1733473958-772,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 57'900.–,50'000 km,Diesel,"PIERRE-À-MAZEL 25, 2000 NEUCHÂTEL",57900,50000,1,50000 - 99999,46.99585723876953,6.943552494049072
1733473961-773,VW T6 CALIFORNIA 2.0 TDI BEACH EDITION,CHF 28'900.–,216'800 km,Diesel,"ROUTE INDUSTRIELLE 12, 1860 AIGLE",28900,216800,1,20000 - 49999,46.314762115478516,6.940620422363281
1733473970-775,VW WOHNMOBIL T4 2.5DT CAMPER,CHF 14'900.–,266'500 km,Diesel,"MANDACHERSTRASSE 9, 5317 HETTENSCHWIL",14900,266500,1,0 - 19999,47.57505416870117,8.200691223144531
1733473978-777,MERCEDES-BENZ 208,CHF 3'900.–,229'700 km,Benzin,"STEINACKERSTRASSE 19, 8302 KLOTEN",3900,229700,0,0 - 19999,47.449520111083984,8.59673023223877
1733473983-778,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION SPIRIT 4MOTION,CHF 75'900.–,10'000 km,Diesel,"KANTONSSTRASSE, 3946 TURTMANN",75900,10000,1,50000 - 99999,46.30157470703125,7.699810028076172
1733473988-779,MERCEDES-BENZ MARCO POLO 250 D 4MATIC 7G-TRONIC,CHF 58'900.–,62'900 km,Diesel,"MERKURSTRASSE 1, 8953 DIETIKON",58900,62900,1,50000 - 99999,47.405738830566406,8.402216911315918
1733473992-780,HYMER B 514 SL,CHF 39'000.–,105'500 km,Diesel,"SCHÖNTALSTRASSE 23, 9032 ENGELBURG",39000,105500,1,20000 - 49999,47.44770812988281,9.341081619262695
1733473998-781,FORD RIMOR KATAMARANO,CHF 26'990.–,111'700 km,Diesel,"OBERWALDSTRASSE 7, 3465 DÜRRENROTH",26990,111700,1,20000 - 49999,47.08955383300781,7.792457103729248
1733474002-782,RMB RMB 680,CHF 27'900.–,167'500 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",27900,167500,1,20000 - 49999,47.32300567626953,8.011993408203125
1733474005-783,PEUGEOT J5,CHF 4'900.–,153'000 km,Diesel,"LUZERNERSTRASSE 4, 4806 WIKON",4900,153000,1,0 - 19999,47.26282501220703,7.965624809265137
1733474014-785,SUN LIVING A9MCB6,CHF 36'900.–,145'600 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",36900,145600,1,20000 - 49999,47.32300567626953,8.011993408203125
1733474019-786,ADRIA TWIN SPORTS 640 SGX,CHF 87'500.–,17'995 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",87500,17995,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474024-787,VW T6.1 CALIFORNIA 2.0 TDI OCEAN 4MOTION,CHF 72'900.–,22'000 km,Diesel,"KESTENBERGSTRASSE 32, 5210 WINDISCH",72900,22000,1,50000 - 99999,47.470008850097656,8.210841178894043
1733474027-788,VW T6.1 CALIFORNIA 2.0 TDI OCEAN 4MOTION,CHF 79'500.–,18'000 km,Diesel,"KESTENBERGSTRASSE 32, 5210 WINDISCH",79500,18000,1,50000 - 99999,47.470008850097656,8.210841178894043
1733474030-789,VW T2 21 515 HOCHDACH,CHF 7'990.–,33'548 km,Benzin,"AM LINTHLI 10, 8752 NÄFELS",7990,33548,0,0 - 19999,47.10624313354492,9.068367004394531
1733474034-790,FORD BENIMAR TESSORO 463,CHF 61'900.–,14'000 km,Diesel,"ROUTE INDUSTRIELLE 12, 1860 AIGLE",61900,14000,1,50000 - 99999,46.314762115478516,6.940620422363281
1733474044-791,FIAT CAMPER 1.9 TD,CHF 8'700.–,132'216 km,Diesel,"GLÜTSCHBACHSTRASSE 9, 3661 UETENDORF",8700,132216,1,0 - 19999,46.777584075927734,7.581113338470459
1733474047-792,MALIBU VAN 640 VAN CHARMING LE COUPÉ (KASTENWAGEN),CHF 72'900.–,14'000 km,Diesel,"TROGENERSTRASSE 1, 9042 SPEICHER",72900,14000,1,50000 - 99999,47.40855407714844,9.445677757263184
1733474051-793,MERCEDES-BENZ MARCO POLO 250 D 4M A,CHF 58'500.–,105'000 km,Diesel,"MÜHLEMATTSTRASSE 15, 3178 BÖSINGEN",58500,105000,1,50000 - 99999,46.89678192138672,7.218801975250244
1733474071-799,FIAT DUCATO DETHLEFFS GLOBETROTTER A5890 ESPRIT,CHF 15'500.–,79'800 km,Diesel,"BRÜNIGSTRASSE 225, 6072 SACHSELN",15500,79800,1,0 - 19999,46.858455657958984,8.220210075378418
1733474073-800,ADRIA SONIC AXESS I 600 SL,CHF 82'950.–,50'000 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",82950,50000,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474077-801,FIAT MALIBU VAN 600,CHF 49'900.–,57'835 km,Diesel,"STUBEN 10, 6030 EBIKON",49900,57835,1,20000 - 49999,47.07325744628906,8.349366188049316
1733474082-802,VW T6 CAMPER BULLI,CHF 30'990.–,121'950 km,Diesel,"FALTSCHENSTRASSE 28, 3713 REICHENBACH IM KANDERTAL",30990,121950,1,20000 - 49999,46.62666320800781,7.6974873542785645
1733474089-803,FIAT HYMER SIGNO 100,CHF 39'900.–,17'500 km,Diesel,"HAUPTSTRASSE 119, 8274 TÄGERWILEN",39900,17500,1,20000 - 49999,47.65365982055664,9.1422700881958
1733474100-805,IVECO TRAVELER REISEMOBIL 6 PLÄTZE 7.2T,CHF 77'172.–,165'000 km,Diesel,"SAGENFELDSTRASSE 2, 6252 DAGMERSELLEN",77172,165000,1,50000 - 99999,47.22044372558594,7.975039482116699
1733474107-806,"VW CRAFTER ""EXTRA LANG  7.4 METER  L5"" !! FÜR CAMPERAUSBAU !! AUTOMAT !!",CHF 34'900.–,257'000 km,Diesel,"BOOLE 7, 2542 PIETERLEN",34900,257000,1,20000 - 49999,47.169464111328125,7.337916851043701
1733474113-807,VW T2 WESTFALIA,CHF 45'500.–,110'500 km,Benzin,"LANDSTRASSE 62, 5436 WÜRENLOS",45500,110500,0,20000 - 49999,47.4433479309082,8.361494064331055
1733474119-808,ADRIA SUN LIVING A 75 DP,CHF 61'500.–,35'000 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",61500,35000,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474126-809,CARTHAGO CHIC E-LINE I50,CHF 74'900.–,65'000 km,Diesel,"CENTRE DU VILLAGE 1, 2043 BOUDEVILLIERS",74900,65000,1,50000 - 99999,47.02647399902344,6.888902187347412
1733474131-810,ADRIA TWIN SUPREME 640 SGX,CHF 84'000.–,28'000 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",84000,28000,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474149-811,ADRIA TWIN SUPREME 640 SGX,CHF 85'000.–,20'000 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",85000,20000,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474155-812,ADRIA SONIC PLUS I600 SL,CHF 95'950.–,35'319 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",95950,35319,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474161-813,ADRIA CORAL XL PLUS 660 SL,CHF 92'500.–,35'945 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",92500,35945,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474166-814,ADRIA TWIN SPORTS 600 SPB,CHF 84'900.–,15'000 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",84900,15000,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474172-815,FIAT DUCATO DETHLEFFS GLOBETROTTER,CHF 27'900.–,164'798 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",27900,164798,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474179-816,VW T6 CAMPERAUSBAU,CHF 33'490.–,127'300 km,Diesel,"BERNSTRASSE 86, 4953 SCHWARZENBACH",33490,127300,1,20000 - 49999,47.106346130371094,7.827782154083252
1733474185-817,FIAT DUCATO ELNAGH MAGNUM 30,CHF 49'900.–,42'500 km,Diesel,"CENTRE DU VILLAGE 1, 2043 BOUDEVILLIERS",49900,42500,1,20000 - 49999,47.02647399902344,6.888902187347412
1733474191-818,ELNAGH BARON 22,CHF 35'700.–,68'000 km,Diesel,"INDUSTRIESTRASSE 2, 8307 EFFRETIKON",35700,68000,1,20000 - 49999,47.41862106323242,8.684625625610352
1733474203-820,VW T5 1.9 D WOHNWAGEN,CHF 16'900.–,327'000 km,Diesel,"UNTERE BAHNHOFSTRASSE 31, 8340 HINWIL ZH",16900,327000,1,0 - 19999,47.30025863647461,8.836235046386719
1733474210-821,MERCEDES-BENZ SPRINTER,CHF 24'500.–,215'432 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",24500,215432,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474216-822,FIAT 280,CHF 8'900.–,143'000 km,Benzin,"VIA CANTONALE 14, 6805 MEZZOVICO",8900,143000,0,0 - 19999,46.09269332885742,8.924095153808594
1733474223-823,STEYR EXCAP 12M18 / 035 / 4X4 STEYR EXPEDITIONSMOBIL,CHF 180'000.–,117'500 km,Diesel,"MOSELENWEG 4, 4537 WIEDLISBACH",180000,117500,1,100000 - 199999,47.24774932861328,7.651272296905518
1733474233-824,VW GR. CALIFORNIA 2.0 600,CHF 64'990.–,22'000 km,Diesel,"MATTÄCHER, 5453 REMETSCHWIL",64990,22000,1,50000 - 99999,47.40644454956055,8.32979679107666
1733474243-825,FIAT DUCATO,CHF 29'900.–,140'083 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",29900,140083,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474250-826,WINNEBAGO ITASCA SUNOVA,CHF 39'900.–,64'600 km,Benzin,"INDUSTRIERING 1000, 5742 KÖLLIKEN",39900,64600,0,20000 - 49999,47.32300567626953,8.011993408203125
1733474257-827,MERCEDES-BENZ MARCO POLO 300 D AUTOMAT,CHF 79'900.–,58'200 km,Diesel,"LOTZWILSTRASSE 66, 4900 LANGENTHAL",79900,58200,1,50000 - 99999,47.20256423950195,7.784119606018066
1733474268-828,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN GREY 4MOTION,CHF 56'500.–,88'250 km,Diesel,"ROUTE DE MORLON 47, 1630 BULLE",56500,88250,1,50000 - 99999,46.62252426147461,7.067927360534668
1733474288-830,ILUSION 590FF,CHF 57'900.–,10'800 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",57900,10800,1,50000 - 99999,47.32300567626953,8.011993408203125
1733474306-831,ADRIA TWIN SPORTS 640 SLB,CHF 83'900.–,26'000 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",83900,26000,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474310-832,ADRIA TWIN SUPREME 640 SPB FAMILY,CHF 82'500.–,17'000 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",82500,17000,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474313-833,ADRIA MATRIX PLUS 670 SL,CHF 86'500.–,45'500 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",86500,45500,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474318-834,MERCEDES-BENZ VIANO 3.0 CDI V6,CHF 22'900.–,212'004 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",22900,212004,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474321-835,MERCEDES-BENZ MARCO POLO 250 D 4MATIC LANG,CHF 82'900.–,19'900 km,Diesel,"SUHRENMATTSTRASSE, 5035 UNTERENTFELDEN",82900,19900,1,50000 - 99999,47.361942291259766,8.052335739135742
1733474324-836,CI CARAVANSINTERNATIONAL MIZAR 88,CHF 47'900.–,74'950 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",47900,74950,1,20000 - 49999,47.32300567626953,8.011993408203125
1733474327-837,LAIKA X700,CHF 42'900.–,61'700 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",42900,61700,1,20000 - 49999,47.32300567626953,8.011993408203125
1733474330-838,DETHLEFFS GLOBEBUS I 6 - GT GREY,CHF 87'500.–,25'000 km,Diesel,"RANKSTRASSE 1, 6030 EBIKON",87500,25000,1,50000 - 99999,47.084922790527344,8.347052574157715
1733474333-839,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY 4MOTION,CHF 44'500.–,98'000 km,Diesel,"GRAND-RUE 57, 2606 CORGÉMONT",44500,98000,1,20000 - 49999,47.192195892333984,7.1341753005981445
1733474339-841,KNAUS SKY TI 700 MEG PLATINUM SELECTION,CHF 77'900.–,27'700 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",77900,27700,1,50000 - 99999,47.32300567626953,8.011993408203125
1733474342-842,CHEVROLET CHEVY VAN - 5.7 V8,CHF 59'990.–,38'400 km,Benzin,"ROUTE DE LA PLAINE 20, 1026 DENGES",59990,38400,0,50000 - 99999,46.52489471435547,6.537647247314453
1733474345-843,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY 7PL.,CHF 68'900.–,10'900 km,Diesel,"VINELZSTRASSE 50, 3235 ERLACH",68900,10900,1,50000 - 99999,47.03999328613281,7.099399566650391
1733474348-844,VW GRAND CALIFORNIA 600 2.0 BI-TDI,CHF 68'600.–,13'700 km,Diesel,"INDUSTRIESTRASSE 32, 3900 BRIG-GAMSEN",68600,13700,1,50000 - 99999,46.30716323852539,7.961122512817383
1733474366-849,MERCEDES-BENZ 309 D - WOHNMOBIL FÜR 2 UND HUND. ZEITLOSER KLASSIKER!,CHF 44'950.–,173'600 km,Diesel,"LIDOSTRASSE 5, 6006 LUZERN",44950,173600,1,20000 - 49999,47.05255126953125,8.335844993591309
1733474383-852,FIAT CARTHAGO C-TOURER,CHF 59'000.–,44'903 km,Diesel,"LIGSCHWIL 12, 6280 URSWIL- HOCHDORF",59000,44903,1,50000 - 99999,47.153602600097656,8.290003776550293
1733474388-853,PILOTE REVERENCE,CHF 27'000.–,133'000 km,Diesel,"ALLMEINDSTRASSE 26, 8855 WANGEN",27000,133000,1,20000 - 49999,47.19664001464844,8.882248878479004
1733474403-858,DETHLEFFS GLOBEVAN CAMP TWO,CHF 49'950.–,12'000 km,Diesel,"BIELSTRASSE 4, 3902 GLIS",49950,12000,1,20000 - 49999,46.30784606933594,7.964730739593506
1733474407-859,VW CALIFORNIA BITDI OCEAN 4M,CHF 78'800.–,31'000 km,Diesel,"INDUSTRIESTRASSE 2, 8307 EFFRETIKON",78800,31000,1,50000 - 99999,47.41862106323242,8.684625625610352
1733474410-860,VW T5 CALIFORNIA 2.0 BI-TDI COMFORTLINE TRAVEL 4MOTION,CHF 42'900.–,110'600 km,Diesel,"ROUTE D'ECUBLENS 28, 1026 ECHANDENS",42900,110600,1,20000 - 49999,46.535797119140625,6.548206806182861
1733474413-861,VW T6 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY 4MOTION,CHF 39'900.–,145'900 km,Diesel,"HINTERE WÄSSERISTRASSE 6, 8340 HINWIL",39900,145900,1,20000 - 49999,47.30467224121094,8.827372550964355
1733474416-862,KNAUS RENAULT KNAUS TABBERT TR SPORT,CHF 27'500.–,100'500 km,Diesel,"SÄGESTRASSE 51, 5600 LENZBURG",27500,100500,1,20000 - 49999,47.39253234863281,8.177163124084473
1733474420-863,VW T6 CAMPER BULLI,CHF 45'990.–,61'100 km,Diesel,"FALTSCHENSTRASSE 28, 3713 REICHENBACH IM KANDERTAL",45990,61100,1,20000 - 49999,46.62666320800781,7.6974873542785645
1733474423-864,RENAULT MASTER CAMPER WOHNMOBIL,CHF 37'999.–,59'000 km,Diesel,"ALPENBLICKSTRASSE 9C, 8853 LACHEN",37999,59000,1,20000 - 49999,47.192604064941406,8.860862731933594
1733474426-865,BENIMAR MILEO 224,CHF 29'900.–,176'424 km,Diesel,"INDUSTRIEZONE 10, 4710 BALSTHAL",29900,176424,1,20000 - 49999,47.30390167236328,7.6932172775268555
1733474429-866,VW T6.1 CALIFORNIA BEACH LIBERTY 2.0 TDI 150CH DSG,CHF 67'500.–,27'000 km,Diesel,"CH. DES ECHELLES 1, 2016 CORTAILLOD",67500,27000,1,50000 - 99999,46.94325256347656,6.840782165527344
1733474433-867,DETHLEFFS GLOBETRAIL 590 C,CHF 54'900.–,37'500 km,Diesel,"RANKSTRASSE 1, 6030 EBIKON",54900,37500,1,50000 - 99999,47.084922790527344,8.347052574157715
1733474441-869,FIAT LAIKA KREOS 3009,CHF 42'900.–,117'390 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",42900,117390,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474444-870,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN 4MOTION,CHF 74'900.–,23'600 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",74900,23600,1,50000 - 99999,46.93537139892578,7.501008987426758
1733474454-871,SUNLIGHT T67S CITROEN MANUELL,CHF 59'995.–,25'200 km,Diesel,"BRÜNIGSTRASSE 225, 6072 SACHSELN",59995,25200,1,50000 - 99999,46.858455657958984,8.220210075378418
1733474460-873,VW T6.1 CALIFORNIA BEACH LAST EDITION 2.0 TDI DSG,CHF 68'900.–,15'000 km,Diesel,"DORFSTRASSE 489, 5728 GONTENSCHWIL",68900,15000,1,50000 - 99999,47.267730712890625,8.147342681884766
1733474464-874,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 56'910.–,61'000 km,Diesel,"KREUZLINGERSTRASSE 30, 8580 AMRISWIL",56910,61000,1,50000 - 99999,47.547218322753906,9.279648780822754
1733474467-875,MERCEDES-BENZ SPRINTER 316 KOMBI 3550 2.7 CDI,CHF 27'500.–,211'000 km,Diesel,"ARTHERSTRASSE, 63, 6318 WALCHWIL",27500,211000,1,20000 - 49999,47.089988708496094,8.523122787475586
1733474471-876,"VW VORFÜHRER ""AUTARK2"" VOLLAUSSTATTUNG T6.1 SPACECAMPER CLASSICOPEN ALLRAD AUTOMAT 2 SCHIEBETÜREN - KEIN CALIFORNIA OCEAN BEACH",CHF 139'500.–,30'000 km,Diesel,"LIDOSTRASSE 5, 6006 LUZERN",139500,30000,1,100000 - 199999,47.05255126953125,8.335844993591309
1733474475-877,RENAULT MASTER L3H3 CAMPER WOHNMOBIL,CHF 38'500.–,57'000 km,Diesel,"ALPENBLICKSTRASSE 9C, 8853 LACHEN",38500,57000,1,20000 - 49999,47.192604064941406,8.860862731933594
1733474478-878,RENAULT MASTER CAMPER WOHNMOBIL,CHF 37'500.–,69'000 km,Diesel,"ALPENBLICKSTRASSE 9C, 8853 LACHEN",37500,69000,1,20000 - 49999,47.192604064941406,8.860862731933594
1733474483-879,RENAULT MASTER CAMPER WOHNMOBIL,CHF 34'000.–,109'000 km,Diesel,"ALPENBLICKSTRASSE 9C, 8853 LACHEN",34000,109000,1,20000 - 49999,47.192604064941406,8.860862731933594
1733474487-880,NIESMANN + BISCHOFF ARTO 88,CHF 89'890.–,63'000 km,Diesel,"DAMMSTRASSE 2, 8112 OTELFINGEN ZH",89890,63000,1,50000 - 99999,47.45933151245117,8.404243469238281
1733474490-881,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY CAMPER 4M,CHF 71'810.–,36'000 km,Diesel,"CHEMIN DE MAILLEFER 34, 1052 LE MONT-SUR-LAUSANNE",71810,36000,1,50000 - 99999,46.54206466674805,6.6285624504089355
1733474495-882,JEEP WRANGLER RUBICON WOHNWAGEN,CHF 38'900.–,169'800 km,Benzin,"HAUPTSTRASSE 72, 4461 BÖCKTEN",38900,169800,0,20000 - 49999,47.461795806884766,7.83054780960083
1733474502-883,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN GREY 4MOTION,CHF 45'000.–,135'500 km,Diesel,"GENNERSBRUNNERSTRASSE 69, 8207 SCHAFFHAUSEN",45000,135500,1,20000 - 49999,47.71535110473633,8.664718627929688
1733474512-884,CARADO A464,CHF 79'000.–,25'000 km,Diesel,"KARMAAD, 9473 GAMS",79000,25000,1,50000 - 99999,47.2048225402832,9.451728820800781
1733474517-885,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION 4M DSG,CHF 71'800.–,10'000 km,Diesel,"SOLOTHURNERSTRASSE 22, 4614 HÄGENDORF",71800,10000,1,50000 - 99999,47.330745697021484,7.836476802825928
1733474528-887,VALEUR HOME VAN MIT HUBBETT,CHF 59'868.–,30'000 km,Diesel,"SAGENFELDSTRASSE 2, 6252 DAGMERSELLEN",59868,30000,1,50000 - 99999,47.22044372558594,7.975039482116699
1733474535-888,PEUGEOT BOXER,CHF 29'999.–,35'000 km,Diesel,"ALPENBLICKSTRASSE 9C, 8853 LACHEN",29999,35000,1,20000 - 49999,47.192604064941406,8.860862731933594
1733474542-889,FIAT MC LOUIS STEEL 434,CHF 31'900.–,95'970 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",31900,95970,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474548-890,VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH EDITION 4MOTION DSG *2 SCHIEBETÜREN*,CHF 79'900.–,12'000 km,Diesel,"SOLOTHURNERSTRASSE 22, 4614 HÄGENDORF",79900,12000,1,50000 - 99999,47.330745697021484,7.836476802825928
1733474567-891,FIAT BÜRSTNER AVIANO I675,CHF 38'500.–,91'813 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",38500,91813,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474573-892,MALIBU VAN 640 LE COUPÉ (KASTENWAGEN),CHF 63'900.–,49'000 km,Diesel,"TROGENERSTRASSE 1, 9042 SPEICHER",63900,49000,1,50000 - 99999,47.40855407714844,9.445677757263184
1733474581-893,LAND ROVER 110 300TDI RESTAURIERTE BASIS,CHF 110'500.–,265'000 km,Diesel,"ZELGSTRASSE 76, 3661 UETENDORF",110500,265000,1,100000 - 199999,46.77983856201172,7.591577529907227
1733474587-894,HOBBY OPTIMA DE LUXE T65 GE,CHF 71'900.–,12'250 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",71900,12250,1,50000 - 99999,47.32300567626953,8.011993408203125
1733474592-895,CARADO T135,CHF 53'500.–,60'000 km,Diesel,"KARMAAD, 9473 GAMS",53500,60000,1,50000 - 99999,47.2048225402832,9.451728820800781
1733474600-896,RIMOR KILIG 50,CHF 59'300.–,35'000 km,Diesel,"KARMAAD, 9473 GAMS",59300,35000,1,50000 - 99999,47.2048225402832,9.451728820800781
1733474604-897,CITROEN JUMPER SUNLIGHT T67S MANUELL,CHF 57'995.–,25'896 km,Diesel,"BRÜNIGSTRASSE 225, 6072 SACHSELN",57995,25896,1,50000 - 99999,46.858455657958984,8.220210075378418
1733474608-898,FORD TRANSIT CUSTOM NUGGET 320 L1 2.0 TDCI 185PS AUFSTELLDACH,CHF 49'850.–,57'850 km,Diesel,"BRÜNIGSTRASSE 225, 6072 SACHSELN",49850,57850,1,20000 - 49999,46.858455657958984,8.220210075378418
1733474611-899,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION SPIRIT,CHF 67'900.–,10'000 km,Diesel,"STEINACKERSTRASSE 57, 8302 KLOTEN ZH",67900,10000,1,50000 - 99999,47.44741439819336,8.605657577514648
1733474615-900,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY SPIRIT,CHF 66'800.–,20'550 km,Diesel,"DORFSTRASSE 489, 5728 GONTENSCHWIL",66800,20550,1,50000 - 99999,47.267730712890625,8.147342681884766
1733474618-901,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION LIBERTY,CHF 70'400.–,20'000 km,Diesel,"PIERRE-À-MAZEL 25, 2000 NEUCHÂTEL",70400,20000,1,50000 - 99999,46.99585723876953,6.943552494049072
1733474621-902,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION SPIRIT 4MOTION,CHF 69'900.–,18'000 km,Diesel,"HAUPTSTRASSE 19, 4853 MURGENTHAL",69900,18000,1,50000 - 99999,47.28337860107422,7.848692417144775
1733474625-903,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LAST EDITION,CHF 76'000.–,10'000 km,Diesel,"MURTENSTRASSE 4, 3270 AARBERG",76000,10000,1,50000 - 99999,47.04380798339844,7.273412704467773
1733474628-904,DETHLEFFS JUST 7052 EB,CHF 67'000.–,25'000 km,Diesel,"KARMAAD, 9473 GAMS",67000,25000,1,50000 - 99999,47.2048225402832,9.451728820800781
1733474630-905,CARADO A464,CHF 59'000.–,70'000 km,Diesel,"KARMAAD, 9473 GAMS",59000,70000,1,50000 - 99999,47.2048225402832,9.451728820800781
1733474637-907,CROSSCAMP FIAT CAMPER VAN FLEX 541 2023,CHF 58'800.–,13'400 km,Diesel,"HARZACHSTRASSE 4, 8404 WINTERTHUR",58800,13400,1,50000 - 99999,47.495887756347656,8.762986183166504
1733474640-908,MALIBU VAN 640 LE,CHF 45'900.–,90'150 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",45900,90150,1,20000 - 49999,47.32300567626953,8.011993408203125
1733474652-910,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 51'900.–,82'000 km,Diesel,"PIERRE-À-MAZEL 25, 2000 NEUCHÂTEL",51900,82000,1,50000 - 99999,46.99585723876953,6.943552494049072
1733474657-912,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 38'900.–,30'000 km,Diesel,"INDUSTRIEZONE 10, 4710 BALSTHAL",38900,30000,1,20000 - 49999,47.30390167236328,7.6932172775268555
1733474659-913,VW T5 CALIFORNIA 2.0 TDI BEACH LAST EDITION,CHF 39'999.–,59'700 km,Diesel,"ZÜRCHERSTRASSE 100, 8852 ALTENDORF",39999,59700,1,20000 - 49999,47.19743347167969,8.813333511352539
1733474662-914,RENAULT MAGNUM 460 4X2 MIT SATTELANHÄNGER,CHF 80'000.–,70'000 km,Diesel,"LOTZWILSTRASSE 66, 4900 LANGENTHAL",80000,70000,1,50000 - 99999,47.20256423950195,7.784119606018066
1733474665-915,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 64'900.–,29'600 km,Diesel,"WORBSTRASSE 171B, 3073 GÜMLIGEN",64900,29600,1,50000 - 99999,46.93537139892578,7.501008987426758
